Country,Issuer Name,Series,Bond_Type,Maturity,TTM,Yield,Swap_Rate,Spread_bps,Coupon,Amount
Italie,Italy Buoni Poliennali Del Tesoro,10Y,Nominal,2027-06-01,3.025325119780972,2.0823752297072895,2.2852539356605064,-20.28787059532169,2.2,19869551000.0
Italie,Italy Buoni Poliennali Del Tesoro,5Y,Nominal,2028-08-01,4.1943874058863795,2.338494023003057,2.387939767282683,-4.944574427962589,3.8,17606000000.0
Italie,Italy Buoni Poliennali Del Tesoro,10Y,Nominal,2029-08-01,5.193702943189596,2.4744923853879275,2.468915126625599,0.5577258762328619,3.0,23966500000.0
Italie,Italy Buoni Poliennali Del Tesoro,17Y,Nominal,2032-03-01,7.775496235455168,2.933170053780687,2.660060232717317,27.310982106337,1.65,25486727000.0
Italie,Italy Buoni Poliennali Del Tesoro,7Y,Nominal,2029-12-15,5.566050650239562,2.591964765142807,2.4975859000684464,9.437886507436044,3.85,23346000000.0
Italie,Italy Buoni Poliennali Del Tesoro,11Y,Nominal,2030-04-01,5.859000684462697,2.607529207308068,2.5201430527036277,8.738615460444032,1.35,25258941000.0
Italie,Italy Buoni Poliennali Del Tesoro,8Y,Nominal,2027-01-15,2.650239561943874,2.027450783912732,2.253270362765229,-22.581957885249704,0.85,19841928000.0
Italie,Italy Buoni Poliennali Del Tesoro,7Y,Nominal,2030-06-15,6.064339493497604,2.683613251702477,2.535761122518823,14.785212918365387,3.7,16318312000.0
Italie,Italy Buoni Poliennali Del Tesoro,3Y,Nominal,2027-02-15,2.735112936344969,2.135410822542716,2.260484599589322,-12.507377704660616,2.95,17300000000.0
Italie,Italy Buoni Poliennali Del Tesoro,10Y,Nominal,2028-02-01,3.696098562628337,2.1714970565089198,2.344952772073922,-17.345571556500204,2.0,24077136000.0
Italie,Italy Buoni Poliennali Del Tesoro,5Y,Nominal,2027-04-01,2.858316221765914,2.102098689446308,2.2709568788501024,-16.88581894037946,1.1,17100000000.0
Italie,Italy Buoni Poliennali Del Tesoro,3Y,Nominal,2026-01-15,1.6509240246406571,2.023647010572247,2.1700739219712526,-14.642691139900554,3.5,15119000000.0
Italie,Italy Buoni Poliennali Del Tesoro,21Y,Nominal,2041-03-01,16.774811772758383,3.920077635266206,3.0499466119096508,87.01310233565552,1.8,17600000000.0
Italie,Italy Buoni Poliennali Del Tesoro,3Y,Nominal,2026-09-15,2.316221765913758,2.077396652825536,2.2248788501026695,-14.74821972771334,3.85,16773000000.0
Italie,Italy Buoni Poliennali Del Tesoro,10Y,Nominal,2030-08-01,6.193018480492813,2.6718828051772947,2.5452833675564683,12.659943762082637,0.95,18895169000.0
Italie,Italy Buoni Poliennali Del Tesoro,16Y,Nominal,2036-03-01,11.775496235455167,3.495908257931424,2.892774811772758,60.31334461586657,1.45,15400000000.0
Italie,Italy Buoni Poliennali Del Tesoro,31Y,Nominal,2029-11-01,5.44558521560575,2.5116358874269107,2.4883100616016427,2.3325825825267987,5.25,30819999209.0
Italie,Italy Buoni Poliennali Del Tesoro,31Y,Nominal,2040-09-01,16.279260780287473,3.8591445090107923,3.0410266940451742,81.8117814965618,5.0,25352000000.0
Italie,Italy Buoni Poliennali Del Tesoro,30Y,Nominal,2050-09-01,26.27789185489391,4.230184493913969,3.1294888432580423,110.06956506559264,2.45,16834623000.0
Italie,Italy Buoni Poliennali Del Tesoro,20Y,Nominal,2036-09-01,12.279260780287474,3.5237066368022596,2.9146119096509238,60.90947271513358,2.25,17178000000.0
Italie,Italy Buoni Poliennali Del Tesoro,31Y,Nominal,2047-03-01,22.77344284736482,4.136274360680203,3.120203148528405,101.6071212151798,2.7,18740969000.0
Italie,Italy Buoni Poliennali Del Tesoro,7Y,Nominal,2030-11-15,6.483230663928816,2.7595420625845524,2.5667590691307325,19.27829934538199,4.0,17422664000.0
Italie,Italy Buoni Poliennali Del Tesoro,13Y,Nominal,2035-04-30,10.937713894592745,3.3378513347367855,2.850574264202601,48.72770705341844,4.0,14530000000.0
Italie,Italy Buoni Poliennali Del Tesoro,10Y,Nominal,2027-08-01,3.19233401779603,2.1113071823139817,2.3001177275838467,-18.881054526986496,2.05,20197000000.0
Italie,Italy Buoni Poliennali Del Tesoro,7Y,Nominal,2029-02-15,4.736481861738535,2.4077381680092325,2.43239151266256,-2.465334465332747,0.45,17150000000.0
Italie,Italy Buoni Poliennali Del Tesoro,5Y,Nominal,2026-02-01,1.6974674880219027,2.022967777084998,2.173797399041752,-15.082962195675398,0.5,18487000000.0
Italie,Italy Buoni Poliennali Del Tesoro,30Y,Nominal,2026-11-01,2.4449007529089664,2.0285845264389035,2.235816563997262,-20.72320375583585,7.25,12423130223.0
Italie,Italy Buoni Poliennali Del Tesoro,11Y,Nominal,2031-04-01,6.8583162217659135,2.7928329277051356,2.5945154004106774,19.831752729445817,0.9,25950073000.0
Italie,Italy Buoni Poliennali Del Tesoro,10Y,Nominal,2030-12-01,6.52703627652293,2.737516372218307,2.570000684462697,16.75156877556101,1.65,23107903000.0
Italie,Italy Buoni Poliennali Del Tesoro,10Y,Nominal,2026-06-01,2.026009582477755,1.9826811008169183,2.200210814510609,-21.752971369369067,1.6,19927500000.0
Italie,Italy Buoni Poliennali Del Tesoro,32Y,Nominal,2039-08-01,15.19233401779603,3.7786767272717015,3.0214620123203284,75.72147149513731,5.0,26589265000.0
Italie,Italy Buoni Poliennali Del Tesoro,7Y,Nominal,2028-07-15,4.147843942505133,2.2848534135744947,2.3841232032854207,-9.926978971092604,0.5,16494896000.0
Italie,Italy Buoni Poliennali Del Tesoro,5Y,Nominal,2028-04-01,3.8603696098562628,2.2633115134148563,2.3595728952772075,-9.626138186235123,3.4,18300000000.0
Italie,Italy Buoni Poliennali Del Tesoro,16Y,Nominal,2030-03-01,5.774127310061601,2.5903754793296763,2.5136078028747435,7.6767676454932765,3.5,30206449000.0
Italie,Italy Buoni Poliennali Del Tesoro,20Y,Nominal,2038-09-01,14.277891854893909,3.71395073140639,2.9905598904859683,72.3390840920422,2.95,16963750000.0
Italie,Italy Buoni Poliennali Del Tesoro,10Y,Nominal,2031-08-01,7.19233401779603,2.8515689632935715,2.618655715263518,23.29132480300533,0.6,21300000000.0
Italie,Italy Buoni Poliennali Del Tesoro,7Y,Nominal,2026-07-15,2.1464750171115674,1.9748201230306295,2.2104503764544834,-23.56302534238539,2.1,17225321000.0
Italie,Italy Buoni Poliennali Del Tesoro,13Y,Nominal,2037-10-30,13.440109514031485,3.654220200322067,2.9587241615331963,69.54960387888707,4.05,14000000000.0
Italie,Italy Buoni Poliennali Del Tesoro,15Y,Nominal,2028-09-01,4.2792607802874745,2.346991576064239,2.394899383983573,-4.790780791933402,4.75,26576154000.0
Italie,Italy Buoni Poliennali Del Tesoro,16Y,Nominal,2026-03-01,1.7741273100616017,1.9222449919754752,2.179930184804928,-25.768519282945277,4.5,21222898000.0
Italie,Italy Buoni Poliennali Del Tesoro,7Y,Nominal,2027-09-15,3.3155373032169746,2.1408078998953695,2.3110828199863107,-17.027492009094125,0.95,22532697000.0
Italie,Italy Buoni Poliennali Del Tesoro,31Y,Nominal,2044-09-01,20.279260780287473,4.036008422610093,3.109228747433265,92.67796751768284,4.75,20483479000.0
Italie,Italy Buoni Poliennali Del Tesoro,30Y,Nominal,2027-11-01,3.4442162902121836,2.1879612777203183,2.322535249828884,-13.45739721085657,6.5,27763132148.0
Italie,Italy Buoni Poliennali Del Tesoro,7Y,Nominal,2028-03-15,3.813826146475017,2.2221602818913055,2.3554305270362765,-13.327024514497099,0.25,19300378000.0
Italie,Italy Buoni Poliennali Del Tesoro,31Y,Nominal,2033-02-01,8.698151950718685,3.104834780195409,2.720681724845996,38.415305534941304,5.75,26261000000.0
Italie,Italy Buoni Poliennali Del Tesoro,5Y,Nominal,2029-02-01,4.698151950718686,2.4465465719432977,2.4292484599589326,1.729811198436515,4.1,17601644000.0
Italie,Italy Buoni Poliennali Del Tesoro,3Y,Nominal,2026-04-15,1.8973305954825461,1.98705980587311,2.1897864476386038,-20.272664176549384,3.8,12323893000.0
Italie,Italy Buoni Poliennali Del Tesoro,10Y,Nominal,2031-12-01,7.526351813826146,2.9069287285683254,2.6423709787816563,26.455774978666913,0.95,20515000000.0
Italie,Italy Buoni Poliennali Del Tesoro,31Y,Nominal,2031-05-01,6.940451745379876,2.7685410149520973,2.6005934291581108,16.79475857939865,6.0,32254500000.0
Italie,Italy Buoni Poliennali Del Tesoro,10Y,Nominal,2036-02-01,11.696098562628336,3.5087916141326447,2.888804928131417,61.99866860012278,3.45,9077369000.0
Italie,Italy Buoni Poliennali Del Tesoro,5Y,Nominal,2031-02-01,6.69678302532512,2.8044013783773414,2.582561943874059,22.183943450328236,2.85,11550000000.0
Italie,Italy Buoni Poliennali Del Tesoro,7Y,Nominal,2032-11-15,8.484599589322382,3.0945370432502894,2.707014373716633,38.75226695336566,3.25,18700000000.0
Italie,Italy Buoni Poliennali Del Tesoro,30Y,Nominal,2055-10-01,31.359342915811087,4.41394701267106,3.123786036960986,129.01609757100744,4.65,6500000000.0
